instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
"Frinhani, Carvalho & Soma\Random-1000-1000-4-3",449.4,0.601,532,532.634,0.018,0.601,18.38%,1.974,541,541.625,0.018,1.483,20.38%,1.177,532,532.634,0.018,0.973,18.38%,1.194,532,532.634,0.018,0.966,18.38%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-4",449.4,0.621,505,505.638,0.016,0.621,12.37%,1.421,507,507.634,0.016,0.983,12.82%,1.055,505,505.638,0.016,0.855,12.37%,1.100,505,505.638,0.016,0.897,12.37%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-5",449.4,0.604,517,517.647,0.017,0.604,15.04%,1.494,543,543.625,0.017,1.008,20.83%,1.108,543,543.625,0.017,0.912,20.83%,1.141,543,543.625,0.017,0.940,20.83%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-6",449.4,0.568,502,502.630,0.016,0.568,11.70%,1.258,506,506.640,0.016,0.852,12.59%,1.114,521,521.624,0.016,0.904,15.93%,1.102,521,521.624,0.016,0.893,15.93%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-7",449.4,0.544,529,529.628,0.017,0.544,17.71%,1.515,524,524.643,0.017,1.040,16.60%,1.117,540,540.629,0.017,0.895,20.16%,1.087,540,540.629,0.017,0.879,20.16%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-8",449.4,0.523,503,503.625,0.016,0.523,11.93%,1.287,512,512.628,0.016,0.891,13.93%,1.120,507,507.633,0.016,0.919,12.82%,1.166,507,507.633,0.016,0.946,12.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-4-9",449.4,0.538,518,518.630,0.017,0.538,15.26%,1.246,500,500.635,0.017,0.860,11.26%,1.135,500,500.642,0.017,0.905,11.26%,1.143,500,500.642,0.017,0.945,11.26%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-1",986.9,2.942,1000,1000.931,0.797,2.942,1.33%,10.795,1000,1000.931,0.797,9.127,1.33%,9.542,1000,1000.931,0.797,9.270,1.33%,9.541,1000,1000.931,0.797,9.261,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-10",986.9,2.882,1000,1000.927,0.800,2.882,1.33%,10.766,1000,1000.929,0.800,9.098,1.33%,9.775,1000,1000.929,0.800,9.502,1.33%,9.341,1000,1000.929,0.800,9.085,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-2",986.9,3.005,1000,1000.931,0.801,3.005,1.33%,10.777,1000,1000.931,0.801,8.991,1.33%,9.433,1000,1000.931,0.801,9.151,1.33%,9.346,1000,1000.931,0.801,9.088,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-3",986.9,2.965,1000,1000.932,0.801,2.965,1.33%,10.907,1000,1000.932,0.801,9.204,1.33%,9.509,1000,1000.932,0.801,9.233,1.33%,9.522,1000,1000.932,0.801,9.255,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-4",986.9,2.881,1000,1000.930,0.797,2.881,1.33%,10.974,1000,1000.931,0.797,9.330,1.33%,9.552,1000,1000.931,0.797,9.189,1.33%,9.553,1000,1000.931,0.797,9.319,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-5",986.9,3.263,1000,1000.930,0.792,3.263,1.33%,10.805,1000,1000.929,0.792,9.112,1.33%,9.388,1000,1000.929,0.792,9.080,1.33%,9.478,1000,1000.929,0.792,9.217,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-6",986.9,3.010,1000,1000.928,0.799,3.010,1.33%,10.733,1000,1000.930,0.799,9.113,1.33%,9.281,1000,1000.930,0.799,8.993,1.33%,9.312,1000,1000.930,0.799,9.070,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-7",986.9,3.032,1000,1000.931,0.798,3.032,1.33%,11.176,1000,1000.931,0.798,9.347,1.33%,9.491,1000,1000.931,0.798,9.195,1.33%,9.768,1000,1000.931,0.798,9.522,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-8",986.9,3.078,1000,1000.927,0.794,3.078,1.33%,10.795,1000,1000.927,0.794,9.065,1.33%,9.914,1000,1000.927,0.794,9.640,1.33%,9.904,1000,1000.927,0.794,9.622,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-40-9",986.9,3.204,1000,1000.929,0.794,3.204,1.33%,11.234,1000,1000.929,0.794,9.423,1.33%,9.701,1000,1000.929,0.794,9.415,1.33%,9.658,1000,1000.929,0.794,9.392,1.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-1",989.3,3.552,1000,1000.938,0.853,3.552,1.08%,11.587,1000,1000.938,0.853,9.697,1.08%,10.664,1000,1000.938,0.853,10.392,1.08%,10.181,1000,1000.938,0.853,9.931,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-10",989.3,3.279,1000,1000.935,0.858,3.279,1.08%,11.796,1000,1000.935,0.858,9.966,1.08%,10.310,1000,1000.935,0.858,10.051,1.08%,9.958,1000,1000.935,0.858,9.678,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-2",989.3,3.134,1000,1000.937,0.854,3.134,1.08%,11.445,1000,1000.937,0.854,9.548,1.08%,9.930,1000,1000.937,0.854,9.661,1.08%,10.007,1000,1000.937,0.854,9.678,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-3",989.3,3.221,1000,1000.939,0.858,3.221,1.08%,11.917,1000,1000.939,0.858,9.992,1.08%,10.052,1000,1000.939,0.858,9.783,1.08%,10.140,1000,1000.939,0.858,9.872,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-4",989.3,3.201,1000,1000.939,0.849,3.201,1.08%,11.978,1000,1000.940,0.849,10.030,1.08%,9.948,1000,1000.940,0.849,9.653,1.08%,10.096,1000,1000.940,0.849,9.844,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-5",989.3,3.189,1000,1000.936,0.857,3.189,1.08%,11.522,1000,1000.938,0.857,9.660,1.08%,10.076,1000,1000.938,0.857,9.821,1.08%,9.876,1000,1000.938,0.857,9.614,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-6",989.3,3.108,1000,1000.938,0.855,3.108,1.08%,11.442,1000,1000.937,0.855,9.627,1.08%,10.131,1000,1000.937,0.855,9.866,1.08%,9.943,1000,1000.937,0.855,9.690,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-7",989.3,3.380,1000,1000.938,0.854,3.380,1.08%,11.612,1000,1000.938,0.854,9.680,1.08%,10.477,1000,1000.938,0.854,10.202,1.08%,9.994,1000,1000.938,0.854,9.755,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-8",989.3,3.235,1000,1000.937,0.853,3.235,1.08%,11.679,1000,1000.937,0.853,9.710,1.08%,10.252,1000,1000.937,0.853,9.960,1.08%,10.200,1000,1000.937,0.853,9.926,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-44-9",989.3,3.139,1000,1000.938,0.856,3.139,1.08%,11.781,1000,1000.938,0.856,9.987,1.08%,10.121,1000,1000.938,0.856,9.830,1.08%,10.264,1000,1000.938,0.856,9.993,1.08%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-1",991.4,3.591,1000,1000.945,0.900,3.591,0.87%,12.708,1000,1000.945,0.900,10.555,0.87%,10.722,1000,1000.945,0.900,10.379,0.87%,10.805,1000,1000.945,0.900,10.559,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-10",991.4,3.477,1000,1000.943,0.899,3.477,0.87%,12.865,1000,1000.943,0.899,10.871,0.87%,10.863,1000,1000.943,0.899,10.568,0.87%,10.919,1000,1000.943,0.899,10.681,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-2",991.4,3.414,1000,1000.943,0.897,3.414,0.87%,12.442,1000,1000.943,0.897,10.505,0.87%,10.788,1000,1000.943,0.897,10.508,0.87%,10.825,1000,1000.943,0.897,10.580,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-3",991.4,3.425,1000,1000.944,0.903,3.425,0.87%,12.499,1000,1000.944,0.903,10.468,0.87%,10.426,1000,1000.944,0.903,10.161,0.87%,10.775,1000,1000.944,0.903,10.530,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-4",991.4,3.295,1000,1000.944,0.898,3.295,0.87%,11.989,1000,1000.945,0.898,10.132,0.87%,10.141,1000,1000.945,0.898,9.849,0.87%,10.592,1000,1000.945,0.898,10.338,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-5",991.4,3.301,1000,1000.944,0.898,3.301,0.87%,11.942,1000,1000.944,0.898,10.034,0.87%,10.328,1000,1000.944,0.898,10.029,0.87%,10.416,1000,1000.944,0.898,10.160,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-6",991.4,3.417,1000,1000.944,0.904,3.417,0.87%,12.323,1000,1000.944,0.904,10.375,0.87%,10.568,1000,1000.944,0.904,10.289,0.87%,10.980,1000,1000.944,0.904,10.743,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-7",991.4,3.460,1000,1000.944,0.899,3.460,0.87%,12.245,1000,1000.944,0.899,10.303,0.87%,10.562,1000,1000.944,0.899,10.283,0.87%,10.985,1000,1000.944,0.899,10.747,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-8",991.4,3.527,1000,1000.942,0.902,3.527,0.87%,12.693,1000,1000.942,0.902,10.637,0.87%,10.443,1000,1000.942,0.902,10.182,0.87%,11.097,1000,1000.942,0.902,10.843,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-48-9",991.4,3.435,1000,1000.944,0.904,3.435,0.87%,12.700,1000,1000.944,0.904,10.599,0.87%,10.813,1000,1000.944,0.904,10.526,0.87%,11.350,1000,1000.944,0.904,11.071,0.87%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-1",991.9,3.581,1000,1000.947,0.917,3.581,0.82%,13.421,1000,1000.947,0.917,11.235,0.82%,11.549,1000,1000.947,0.917,11.240,0.82%,11.280,1000,1000.947,0.917,11.023,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-10",991.9,3.746,1000,1000.946,0.916,3.746,0.82%,13.397,1000,1000.946,0.916,11.120,0.82%,10.821,1000,1000.946,0.916,10.529,0.82%,11.212,1000,1000.946,0.916,10.934,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-2",991.9,3.847,1000,1000.947,0.917,3.847,0.82%,13.183,1000,1000.947,0.917,11.079,0.82%,11.257,1000,1000.947,0.917,10.979,0.82%,11.451,1000,1000.947,0.917,11.204,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-3",991.9,3.668,1000,1000.946,0.918,3.668,0.82%,13.661,1000,1000.946,0.918,11.430,0.82%,11.382,1000,1000.946,0.918,11.004,0.82%,11.634,1000,1000.946,0.918,11.350,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-4",991.9,3.547,1000,1000.946,0.916,3.547,0.82%,13.238,1000,1000.946,0.916,11.017,0.82%,11.141,1000,1000.946,0.916,10.857,0.82%,11.031,1000,1000.946,0.916,10.779,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-5",991.9,3.676,1000,1000.946,0.918,3.676,0.82%,13.674,1000,1000.946,0.918,10.909,0.82%,11.464,1000,1000.946,0.918,11.155,0.82%,10.965,1000,1000.946,0.918,10.723,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-6",991.9,3.565,1000,1000.946,0.915,3.565,0.82%,12.712,1000,1000.946,0.915,10.450,0.82%,11.190,1000,1000.946,0.915,10.909,0.82%,11.059,1000,1000.946,0.915,10.697,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-7",991.9,3.727,1000,1000.947,0.920,3.727,0.82%,13.012,1000,1000.947,0.920,10.757,0.82%,11.498,1000,1000.947,0.920,11.171,0.82%,10.995,1000,1000.947,0.920,10.740,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-8",991.9,3.974,1000,1000.946,0.919,3.974,0.82%,13.307,1000,1000.946,0.919,10.913,0.82%,12.042,1000,1000.946,0.919,11.659,0.82%,11.360,1000,1000.946,0.919,11.115,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-50-9",991.9,3.887,1000,1000.947,0.919,3.887,0.82%,13.010,1000,1000.947,0.919,10.748,0.82%,11.437,1000,1000.947,0.919,11.163,0.82%,11.026,1000,1000.947,0.919,10.782,0.82%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-1",993.3,4.531,1000,1000.950,0.947,4.531,0.67%,15.800,1000,1000.950,0.947,12.364,0.67%,12.156,1000,1000.950,0.947,11.861,0.67%,12.306,1000,1000.950,0.947,12.051,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-10",993.3,4.308,1000,1000.951,0.943,4.308,0.67%,14.822,1000,1000.951,0.943,11.675,0.67%,11.937,1000,1000.951,0.943,11.669,0.67%,11.828,1000,1000.951,0.943,11.557,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-2",993.3,4.296,1000,1000.952,0.945,4.296,0.67%,14.830,1000,1000.952,0.945,11.546,0.67%,12.215,1000,1000.952,0.945,11.933,0.67%,12.203,1000,1000.952,0.945,11.947,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-3",993.3,4.588,1000,1000.952,0.947,4.588,0.67%,15.532,1000,1000.952,0.947,12.228,0.67%,12.305,1000,1000.952,0.947,12.006,0.67%,12.368,1000,1000.952,0.947,12.118,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-4",993.3,4.483,1000,1000.951,0.948,4.483,0.67%,15.683,1000,1000.951,0.948,12.086,0.67%,12.430,1000,1000.951,0.948,12.143,0.67%,12.741,1000,1000.951,0.948,12.471,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-5",993.3,4.739,1000,1000.952,0.947,4.739,0.67%,16.151,1000,1000.952,0.947,12.564,0.67%,12.848,1000,1000.952,0.947,12.555,0.67%,13.205,1000,1000.952,0.947,12.897,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-6",993.3,4.807,1000,1000.951,0.944,4.807,0.67%,15.834,1000,1000.951,0.944,12.334,0.67%,12.859,1000,1000.951,0.944,12.564,0.67%,13.143,1000,1000.951,0.944,12.857,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-7",993.3,4.815,1000,1000.952,0.948,4.815,0.67%,16.587,1000,1000.952,0.948,12.861,0.67%,12.959,1000,1000.952,0.948,12.656,0.67%,13.055,1000,1000.952,0.948,12.756,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-8",993.3,4.742,1000,1000.951,0.945,4.742,0.67%,15.264,1000,1000.951,0.945,11.730,0.67%,12.275,1000,1000.951,0.945,11.920,0.67%,12.744,1000,1000.951,0.945,12.460,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-54-9",993.3,4.519,1000,1000.951,0.944,4.519,0.67%,15.001,1000,1000.953,0.944,11.849,0.67%,12.101,1000,1000.953,0.944,11.815,0.67%,12.179,1000,1000.953,0.944,11.901,0.67%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-1",635.8,0.765,756,756.644,0.037,0.765,18.91%,1.735,761,761.648,0.037,1.277,19.69%,1.486,756,756.644,0.037,1.271,18.91%,1.562,756,756.644,0.037,1.215,18.91%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-10",635.8,0.777,767,767.631,0.036,0.777,20.64%,1.672,767,767.632,0.036,1.192,20.64%,1.411,767,767.631,0.036,1.199,20.64%,1.553,767,767.631,0.036,1.340,20.64%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-2",635.8,0.736,748,748.636,0.036,0.736,17.65%,1.827,748,748.637,0.036,1.310,17.65%,1.614,748,748.636,0.036,1.384,17.65%,1.443,748,748.636,0.036,1.220,17.65%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-3",635.8,0.713,715,715.641,0.033,0.713,12.46%,1.723,715,715.642,0.033,1.261,12.46%,1.310,715,715.641,0.033,1.107,12.46%,1.406,715,715.641,0.033,1.203,12.46%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-4",635.8,0.773,730,730.636,0.035,0.773,14.82%,1.637,728,728.636,0.035,1.162,14.50%,1.391,728,728.635,0.035,1.166,14.50%,1.433,728,728.635,0.035,1.202,14.50%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-5",635.8,0.773,731,731.652,0.036,0.773,14.97%,1.672,743,743.646,0.036,1.190,16.86%,1.464,731,731.652,0.036,1.269,14.97%,1.488,731,731.652,0.036,1.279,14.97%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-6",635.8,0.757,763,763.633,0.037,0.757,20.01%,1.933,763,763.633,0.037,1.398,20.01%,1.451,763,763.633,0.037,1.247,20.01%,1.513,763,763.633,0.037,1.279,20.01%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-7",635.8,0.718,740,740.634,0.035,0.718,16.39%,1.697,747,747.632,0.035,1.205,17.49%,1.420,740,740.634,0.035,1.220,16.39%,1.604,740,740.634,0.035,1.261,16.39%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-8",635.8,0.718,760,760.642,0.037,0.718,19.53%,1.790,760,760.642,0.037,1.292,19.53%,1.454,760,760.642,0.037,1.240,19.53%,1.470,760,760.642,0.037,1.258,19.53%
"Frinhani, Carvalho & Soma\Random-1000-1000-6-9",635.8,0.759,746,746.648,0.037,0.759,17.33%,1.769,758,758.646,0.037,1.263,19.22%,1.462,746,746.648,0.037,1.248,17.33%,1.458,746,746.648,0.037,1.253,17.33%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-1",748.2,1.050,882,882.673,0.063,1.050,17.88%,2.141,875,875.676,0.063,1.610,16.95%,1.789,875,875.676,0.063,1.552,16.95%,1.806,875,875.676,0.063,1.591,16.95%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-10",748.2,0.935,875,875.663,0.061,0.935,16.95%,2.199,875,875.663,0.061,1.658,16.95%,1.915,875,875.663,0.061,1.706,16.95%,1.801,875,875.663,0.061,1.582,16.95%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-2",748.2,0.873,872,872.668,0.062,0.873,16.55%,2.361,872,872.668,0.062,1.785,16.55%,1.858,872,872.668,0.062,1.643,16.55%,1.806,872,872.668,0.062,1.595,16.55%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-3",748.2,0.890,883,883.665,0.063,0.890,18.02%,2.250,883,883.665,0.063,1.668,18.02%,1.979,883,883.665,0.063,1.762,18.02%,1.764,883,883.665,0.063,1.546,18.02%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-4",748.2,0.895,889,889.666,0.062,0.895,18.82%,2.239,884,884.670,0.062,1.658,18.15%,1.751,884,884.670,0.062,1.549,18.15%,1.731,884,884.670,0.062,1.513,18.15%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-5",748.2,0.865,900,900.664,0.062,0.865,20.29%,2.257,900,900.664,0.062,1.674,20.29%,1.790,900,900.664,0.062,1.571,20.29%,1.745,900,900.664,0.062,1.529,20.29%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-6",748.2,0.872,891,891.666,0.062,0.872,19.09%,2.220,891,891.666,0.062,1.687,19.09%,1.805,891,891.666,0.062,1.593,19.09%,1.753,891,891.666,0.062,1.539,19.09%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-7",748.2,0.913,897,897.652,0.061,0.913,19.89%,2.096,879,879.662,0.061,1.532,17.48%,1.788,870,870.662,0.061,1.581,16.28%,1.766,870,870.662,0.061,1.556,16.28%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-8",748.2,0.938,887,887.660,0.060,0.938,18.55%,2.495,887,887.660,0.060,1.937,18.55%,1.784,887,887.660,0.060,1.573,18.55%,1.708,887,887.660,0.060,1.501,18.55%
"Frinhani, Carvalho & Soma\Random-1000-1000-8-9",748.2,0.908,862,862.676,0.062,0.908,15.21%,2.266,862,862.676,0.062,1.700,15.21%,1.817,862,862.676,0.062,1.612,15.21%,1.806,862,862.676,0.062,1.565,15.21%
"Frinhani, Carvalho & Soma\Random-400-400-10-1",323.7,0.155,379,379.718,0.216,0.155,17.08%,0.775,377,377.717,0.216,0.670,16.47%,0.522,377,377.717,0.216,0.481,16.47%,0.369,377,377.717,0.216,0.329,16.47%
"Frinhani, Carvalho & Soma\Random-400-400-10-10",323.7,0.161,377,377.710,0.217,0.161,16.47%,0.379,377,377.713,0.217,0.286,16.47%,0.315,377,377.710,0.217,0.279,16.47%,0.334,377,377.710,0.217,0.298,16.47%
"Frinhani, Carvalho & Soma\Random-400-400-10-2",323.7,0.168,380,380.708,0.217,0.168,17.39%,0.402,380,380.708,0.217,0.301,17.39%,0.317,380,380.708,0.217,0.285,17.39%,0.308,380,380.708,0.217,0.275,17.39%
"Frinhani, Carvalho & Soma\Random-400-400-10-3",323.7,0.149,388,388.703,0.219,0.149,19.86%,0.382,388,388.705,0.219,0.287,19.86%,0.312,388,388.703,0.219,0.280,19.86%,0.307,388,388.703,0.219,0.271,19.86%
"Frinhani, Carvalho & Soma\Random-400-400-10-4",323.7,0.175,376,376.715,0.211,0.175,16.16%,0.414,376,376.715,0.211,0.309,16.16%,0.340,376,376.715,0.211,0.298,16.16%,0.318,376,376.715,0.211,0.284,16.16%
"Frinhani, Carvalho & Soma\Random-400-400-10-5",323.7,0.158,377,377.714,0.225,0.158,16.47%,0.386,377,377.714,0.225,0.287,16.47%,0.324,377,377.714,0.225,0.288,16.47%,0.314,377,377.714,0.225,0.278,16.47%
"Frinhani, Carvalho & Soma\Random-400-400-10-6",323.7,0.179,378,378.714,0.213,0.179,16.77%,0.407,378,378.714,0.213,0.308,16.77%,0.315,378,378.714,0.213,0.278,16.77%,0.325,378,378.714,0.213,0.293,16.77%
"Frinhani, Carvalho & Soma\Random-400-400-10-7",323.7,0.165,391,391.710,0.223,0.165,20.79%,0.385,390,390.702,0.223,0.287,20.48%,0.316,390,390.702,0.223,0.283,20.48%,0.333,390,390.702,0.223,0.300,20.48%
"Frinhani, Carvalho & Soma\Random-400-400-10-8",323.7,0.167,382,382.717,0.223,0.167,18.01%,0.444,372,372.731,0.223,0.319,14.92%,0.341,372,372.731,0.223,0.307,14.92%,0.348,372,372.731,0.223,0.311,14.92%
"Frinhani, Carvalho & Soma\Random-400-400-10-9",323.7,0.157,375,375.716,0.233,0.157,15.85%,0.407,377,377.725,0.233,0.308,16.47%,0.356,377,377.725,0.233,0.322,16.47%,0.380,377,377.725,0.233,0.344,16.47%
"Frinhani, Carvalho & Soma\Random-400-400-14-1",357.9,0.227,398,398.782,0.377,0.227,11.20%,0.562,398,398.782,0.377,0.394,11.20%,0.400,398,398.782,0.377,0.362,11.20%,0.427,398,398.782,0.377,0.391,11.20%
"Frinhani, Carvalho & Soma\Random-400-400-14-10",357.9,0.197,396,396.783,0.385,0.197,10.65%,0.529,399,399.774,0.385,0.409,11.48%,0.460,399,399.774,0.385,0.419,11.48%,0.448,399,399.774,0.385,0.406,11.48%
"Frinhani, Carvalho & Soma\Random-400-400-14-2",357.9,0.194,397,397.783,0.380,0.194,10.92%,0.507,399,399.787,0.380,0.390,11.48%,0.422,399,399.787,0.380,0.386,11.48%,0.434,399,399.787,0.380,0.397,11.48%
"Frinhani, Carvalho & Soma\Random-400-400-14-3",357.9,0.211,397,397.774,0.378,0.211,10.92%,0.528,397,397.774,0.378,0.399,10.92%,0.445,397,397.774,0.378,0.410,10.92%,0.423,397,397.774,0.378,0.388,10.92%
"Frinhani, Carvalho & Soma\Random-400-400-14-4",357.9,0.202,393,393.780,0.370,0.202,9.81%,0.576,393,393.780,0.370,0.401,9.81%,0.409,393,393.780,0.370,0.372,9.81%,0.462,393,393.780,0.370,0.424,9.81%
"Frinhani, Carvalho & Soma\Random-400-400-14-5",357.9,0.206,397,397.786,0.394,0.206,10.92%,0.525,397,397.786,0.394,0.405,10.92%,0.480,397,397.786,0.394,0.440,10.92%,0.458,397,397.786,0.394,0.422,10.92%
"Frinhani, Carvalho & Soma\Random-400-400-14-6",357.9,0.228,398,398.769,0.378,0.228,11.20%,0.577,399,399.771,0.378,0.440,11.48%,0.462,399,399.771,0.378,0.422,11.48%,0.475,399,399.771,0.378,0.435,11.48%
"Frinhani, Carvalho & Soma\Random-400-400-14-7",357.9,0.200,397,397.783,0.397,0.200,10.92%,0.537,397,397.783,0.397,0.411,10.92%,0.474,397,397.783,0.397,0.436,10.92%,0.553,397,397.783,0.397,0.515,10.92%
"Frinhani, Carvalho & Soma\Random-400-400-14-8",357.9,0.220,398,398.793,0.397,0.220,11.20%,0.566,398,398.793,0.397,0.435,11.20%,0.449,398,398.793,0.397,0.412,11.20%,0.446,398,398.793,0.397,0.407,11.20%
"Frinhani, Carvalho & Soma\Random-400-400-14-9",357.9,0.205,395,395.785,0.400,0.205,10.37%,0.536,394,394.795,0.400,0.413,10.09%,0.455,394,394.795,0.400,0.419,10.09%,0.462,394,394.795,0.400,0.423,10.09%
"Frinhani, Carvalho & Soma\Random-400-400-18-1",374.3,0.225,400,400.827,0.539,0.225,6.87%,0.666,400,400.827,0.539,0.513,6.87%,0.596,400,400.827,0.539,0.553,6.87%,0.573,400,400.827,0.539,0.532,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-10",374.3,0.255,400,400.829,0.554,0.255,6.87%,0.842,400,400.829,0.554,0.675,6.87%,0.628,400,400.829,0.554,0.588,6.87%,0.584,400,400.829,0.554,0.545,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-2",374.3,0.233,400,400.835,0.550,0.233,6.87%,0.694,400,400.835,0.550,0.528,6.87%,0.586,400,400.835,0.550,0.542,6.87%,0.592,400,400.835,0.550,0.552,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-3",374.3,0.231,400,400.832,0.553,0.231,6.87%,0.655,400,400.836,0.553,0.499,6.87%,0.557,400,400.836,0.553,0.519,6.87%,0.572,400,400.836,0.553,0.532,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-4",374.3,0.229,400,400.829,0.536,0.229,6.87%,0.643,400,400.829,0.536,0.494,6.87%,0.518,400,400.829,0.536,0.479,6.87%,0.508,400,400.829,0.536,0.473,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-5",374.3,0.234,400,400.835,0.566,0.234,6.87%,0.792,400,400.835,0.566,0.644,6.87%,0.611,400,400.835,0.566,0.571,6.87%,0.564,400,400.835,0.566,0.525,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-6",374.3,0.228,400,400.832,0.546,0.228,6.87%,0.704,400,400.832,0.546,0.544,6.87%,0.569,400,400.832,0.546,0.526,6.87%,0.652,400,400.832,0.546,0.607,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-7",374.3,0.243,400,400.833,0.563,0.243,6.87%,0.729,400,400.833,0.563,0.564,6.87%,0.593,400,400.833,0.563,0.557,6.87%,0.580,400,400.833,0.563,0.543,6.87%
"Frinhani, Carvalho & Soma\Random-400-400-18-8",374.3,0.247,400,400.835,0.561,0.247,6.87%,0.669,400,400.835,0.561,0.512,6.87%,0.556,400,400.835,0.561,0.518,6.87%,0.566,400,400.835,0.561,0.526,6.87%
