instancia,sem_tempo,sem_tamanho,sem_densidade,p1_tempo,p1_tamanho,p1_densidade,p2_tempo,p2_tamanho,p2_densidade,p3_tempo,p3_tamanho,p3_densidade
Faggioli_Bentivoglio\p2550n10,0.000,(25;87),0.290,0.000,(25;87),0.290,0.000,(25;87),0.290,0.000,(25;87),0.290
Faggioli_Bentivoglio\p2550n2,0.000,(25;75),0.250,0.000,(25;75),0.250,0.000,(25;75),0.250,0.000,(25;75),0.250
Faggioli_Bentivoglio\p2550n3,0.000,(25;65),0.217,0.000,(25;65),0.217,0.000,(25;65),0.217,0.000,(25;65),0.217
Faggioli_Bentivoglio\p2550n4,0.000,(25;58),0.193,0.000,(25;58),0.193,0.000,(25;58),0.193,0.000,(25;58),0.193
Faggioli_Bentivoglio\p2550n5,0.000,(25;74),0.247,0.000,(25;74),0.247,0.000,(25;74),0.247,0.000,(25;74),0.247
Faggioli_Bentivoglio\p2550n6,0.000,(25;66),0.220,0.001,(25;66),0.220,0.000,(25;66),0.220,0.000,(25;66),0.220
Faggioli_Bentivoglio\p2550n7,0.000,(25;69),0.230,0.000,(25;69),0.230,0.000,(25;69),0.230,0.000,(25;69),0.230
Faggioli_Bentivoglio\p2550n8,0.000,(25;87),0.290,0.001,(25;87),0.290,0.000,(25;87),0.290,0.000,(25;87),0.290
Faggioli_Bentivoglio\p2550n9,0.000,(25;62),0.207,0.001,(25;62),0.207,0.000,(25;62),0.207,0.000,(25;62),0.207
Faggioli_Bentivoglio\p3010n1,0.000,(30;321),0.738,0.001,(22;193),0.835,0.000,(30;321),0.738,0.000,(30;321),0.738
Faggioli_Bentivoglio\p3010n10,0.000,(30;306),0.703,0.001,(20;153),0.805,0.000,(30;306),0.703,0.000,(30;306),0.703
Faggioli_Bentivoglio\p3010n2,0.000,(30;318),0.731,0.000,(20;164),0.863,0.000,(30;318),0.731,0.000,(30;318),0.731
Faggioli_Bentivoglio\p3010n3,0.000,(30;308),0.708,0.000,(19;146),0.854,0.000,(30;308),0.708,0.000,(30;308),0.708
Faggioli_Bentivoglio\p3010n4,0.000,(30;319),0.733,0.000,(17;118),0.868,0.000,(30;319),0.733,0.000,(30;319),0.733
Faggioli_Bentivoglio\p3010n5,0.000,(30;333),0.766,0.000,(19;147),0.860,0.000,(30;333),0.766,0.000,(30;333),0.766
Faggioli_Bentivoglio\p3010n6,0.000,(30;289),0.664,0.000,(18;124),0.810,0.000,(30;289),0.664,0.000,(30;289),0.664
Faggioli_Bentivoglio\p3010n7,0.000,(30;315),0.724,0.001,(22;189),0.818,0.000,(30;315),0.724,0.000,(30;315),0.724
Faggioli_Bentivoglio\p3010n8,0.000,(30;327),0.752,0.000,(21;181),0.862,0.000,(30;327),0.752,0.000,(30;327),0.752
Faggioli_Bentivoglio\p3010n9,0.000,(30;357),0.821,0.001,(19;155),0.906,0.000,(30;357),0.821,0.000,(30;357),0.821
Faggioli_Bentivoglio\p3020n1,0.000,(30;198),0.455,0.000,(28;177),0.468,0.000,(30;198),0.455,0.000,(30;198),0.455
Faggioli_Bentivoglio\p3020n10,0.000,(30;215),0.494,0.001,(28;191),0.505,0.000,(30;215),0.494,0.000,(30;215),0.494
Faggioli_Bentivoglio\p3020n2,0.000,(30;197),0.453,0.001,(26;159),0.489,0.000,(30;197),0.453,0.000,(30;197),0.453
Faggioli_Bentivoglio\p3020n3,0.000,(30;212),0.487,0.000,(26;172),0.529,0.000,(30;212),0.487,0.000,(30;212),0.487
Faggioli_Bentivoglio\p3020n4,0.000,(30;224),0.515,0.000,(30;224),0.515,0.000,(30;224),0.515,0.000,(30;224),0.515
Faggioli_Bentivoglio\p3020n5,0.000,(30;225),0.517,0.001,(28;205),0.542,0.000,(30;225),0.517,0.000,(30;225),0.517
Faggioli_Bentivoglio\p3020n6,0.000,(30;192),0.441,0.000,(28;176),0.466,0.000,(30;192),0.441,0.000,(30;192),0.441
Faggioli_Bentivoglio\p3020n7,0.000,(30;182),0.418,0.000,(26;153),0.471,0.000,(30;182),0.418,0.000,(30;182),0.418
Faggioli_Bentivoglio\p3020n8,0.000,(30;235),0.540,0.000,(26;182),0.560,0.000,(30;235),0.540,0.000,(30;235),0.540
Faggioli_Bentivoglio\p3020n9,0.000,(30;215),0.494,0.001,(29;209),0.515,0.000,(30;215),0.494,0.000,(30;215),0.494
Faggioli_Bentivoglio\p3030n1,0.000,(30;152),0.349,0.000,(29;146),0.360,0.000,(30;152),0.349,0.000,(30;152),0.349
Faggioli_Bentivoglio\p3030n10,0.000,(30;153),0.352,0.000,(30;153),0.352,0.000,(30;153),0.352,0.000,(30;153),0.352
Faggioli_Bentivoglio\p3030n2,0.000,(30;153),0.352,0.001,(30;153),0.352,0.000,(30;153),0.352,0.000,(30;153),0.352
Faggioli_Bentivoglio\p3030n3,0.000,(30;151),0.347,0.001,(30;151),0.347,0.000,(30;151),0.347,0.000,(30;151),0.347
Faggioli_Bentivoglio\p3030n4,0.000,(30;149),0.343,0.001,(30;149),0.343,0.000,(30;149),0.343,0.000,(30;149),0.343
Faggioli_Bentivoglio\p3030n5,0.000,(30;169),0.389,0.000,(30;169),0.389,0.000,(30;169),0.389,0.000,(30;169),0.389
Faggioli_Bentivoglio\p3030n6,0.000,(30;181),0.416,0.001,(29;171),0.421,0.000,(30;181),0.416,0.000,(30;181),0.416
Faggioli_Bentivoglio\p3030n7,0.000,(30;157),0.361,0.000,(29;148),0.365,0.000,(30;157),0.361,0.000,(30;157),0.361
Faggioli_Bentivoglio\p3030n8,0.000,(30;158),0.363,0.000,(30;158),0.363,0.000,(30;158),0.363,0.000,(30;158),0.363
Faggioli_Bentivoglio\p3030n9,0.000,(30;174),0.400,0.001,(27;154),0.439,0.000,(30;174),0.400,0.000,(30;174),0.400
Faggioli_Bentivoglio\p3040n1,0.000,(30;111),0.255,0.001,(30;111),0.255,0.000,(30;111),0.255,0.000,(30;111),0.255
Faggioli_Bentivoglio\p3040n10,0.000,(30;129),0.297,0.001,(30;129),0.297,0.000,(30;129),0.297,0.000,(30;129),0.297
Faggioli_Bentivoglio\p3040n2,0.000,(30;122),0.280,0.001,(30;122),0.280,0.000,(30;122),0.280,0.000,(30;122),0.280
Faggioli_Bentivoglio\p3040n3,0.000,(30;107),0.246,0.001,(30;107),0.246,0.000,(30;107),0.246,0.000,(30;107),0.246
Faggioli_Bentivoglio\p3040n4,0.000,(30;114),0.262,0.002,(28;105),0.278,0.000,(30;114),0.262,0.000,(30;114),0.262
Faggioli_Bentivoglio\p3040n5,0.000,(30;124),0.285,0.000,(30;124),0.285,0.000,(30;124),0.285,0.000,(30;124),0.285
Faggioli_Bentivoglio\p3040n6,0.000,(30;130),0.299,0.000,(29;125),0.308,0.000,(30;130),0.299,0.000,(30;130),0.299
Faggioli_Bentivoglio\p3040n7,0.000,(30;124),0.285,0.001,(30;124),0.285,0.000,(30;124),0.285,0.000,(30;124),0.285
Faggioli_Bentivoglio\p3040n8,0.000,(30;123),0.283,0.000,(30;123),0.283,0.000,(30;123),0.283,0.000,(30;123),0.283
Faggioli_Bentivoglio\p3040n9,0.000,(30;120),0.276,0.000,(30;120),0.276,0.000,(30;120),0.276,0.000,(30;120),0.276
Faggioli_Bentivoglio\p3050n1,0.000,(30;101),0.232,0.000,(30;101),0.232,0.000,(30;101),0.232,0.000,(30;101),0.232
Faggioli_Bentivoglio\p3050n10,0.000,(30;115),0.264,0.000,(30;115),0.264,0.000,(30;115),0.264,0.000,(30;115),0.264
Faggioli_Bentivoglio\p3050n2,0.000,(30;87),0.200,0.001,(29;82),0.202,0.000,(30;87),0.200,0.000,(30;87),0.200
Faggioli_Bentivoglio\p3050n3,0.000,(30;85),0.195,0.000,(29;79),0.195,0.000,(30;85),0.195,0.000,(30;85),0.195
Faggioli_Bentivoglio\p3050n4,0.000,(30;102),0.234,0.001,(29;101),0.249,0.000,(30;102),0.234,0.000,(30;102),0.234
Faggioli_Bentivoglio\p3050n5,0.000,(30;91),0.209,0.000,(30;91),0.209,0.000,(30;91),0.209,0.000,(30;91),0.209
Faggioli_Bentivoglio\p3050n6,0.000,(30;94),0.216,0.001,(30;94),0.216,0.000,(30;94),0.216,0.000,(30;94),0.216
Faggioli_Bentivoglio\p3050n7,0.000,(30;104),0.239,0.001,(30;104),0.239,0.000,(30;104),0.239,0.000,(30;104),0.239
Faggioli_Bentivoglio\p3050n8,0.000,(30;92),0.211,0.001,(30;92),0.211,0.000,(30;92),0.211,0.000,(30;92),0.211
Faggioli_Bentivoglio\p3050n9,0.000,(30;99),0.228,0.001,(30;99),0.228,0.000,(30;99),0.228,0.000,(30;99),0.228
Faggioli_Bentivoglio\p4010n1,0.000,(40;568),0.728,0.001,(23;221),0.874,0.000,(40;568),0.728,0.000,(40;568),0.728
Faggioli_Bentivoglio\p4010n10,0.000,(40;560),0.718,0.004,(26;266),0.818,0.001,(40;560),0.718,0.000,(40;560),0.718
Faggioli_Bentivoglio\p4010n2,0.000,(40;570),0.731,0.000,(22;211),0.913,0.000,(40;570),0.731,0.001,(40;570),0.731
Faggioli_Bentivoglio\p4010n3,0.000,(40;571),0.732,0.001,(21;183),0.871,0.000,(40;571),0.732,0.000,(40;571),0.732
Faggioli_Bentivoglio\p4010n4,0.000,(40;585),0.750,0.000,(21;183),0.871,0.000,(40;585),0.750,0.000,(40;585),0.750
Faggioli_Bentivoglio\p4010n5,0.000,(40;550),0.705,0.001,(26;259),0.797,0.001,(40;550),0.705,0.000,(40;550),0.705
Faggioli_Bentivoglio\p4010n6,0.000,(40;592),0.759,0.001,(26;279),0.858,0.000,(40;592),0.759,0.000,(40;592),0.759
Faggioli_Bentivoglio\p4010n7,0.000,(40;633),0.812,0.001,(28;344),0.910,0.000,(40;633),0.812,0.000,(40;633),0.812
Faggioli_Bentivoglio\p4010n8,0.000,(40;620),0.795,0.001,(26;290),0.892,0.001,(40;620),0.795,0.000,(40;620),0.795
Faggioli_Bentivoglio\p4010n9,0.000,(40;527),0.676,0.001,(21;172),0.819,0.000,(40;527),0.676,0.000,(40;527),0.676
Faggioli_Bentivoglio\p4020n1,0.000,(40;363),0.465,0.001,(36;310),0.492,0.000,(40;363),0.465,0.000,(40;363),0.465
Faggioli_Bentivoglio\p4020n10,0.000,(40;363),0.465,0.001,(36;306),0.486,0.000,(40;363),0.465,0.000,(40;363),0.465
Faggioli_Bentivoglio\p4020n2,0.000,(40;366),0.469,0.001,(34;289),0.515,0.000,(40;366),0.469,0.000,(40;366),0.469
Faggioli_Bentivoglio\p4020n3,0.000,(40;379),0.486,0.001,(38;352),0.501,0.000,(40;379),0.486,0.002,(40;379),0.486
Faggioli_Bentivoglio\p4020n4,0.000,(40;385),0.494,0.001,(34;302),0.538,0.000,(40;385),0.494,0.000,(40;385),0.494
Faggioli_Bentivoglio\p4020n5,0.000,(40;340),0.436,0.001,(35;288),0.484,0.000,(40;340),0.436,0.000,(40;340),0.436
Faggioli_Bentivoglio\p4020n6,0.000,(40;401),0.514,0.001,(34;308),0.549,0.000,(40;401),0.514,0.000,(40;401),0.514
Faggioli_Bentivoglio\p4020n7,0.000,(40;388),0.497,0.001,(36;331),0.525,0.001,(40;388),0.497,0.000,(40;388),0.497
Faggioli_Bentivoglio\p4020n8,0.000,(40;414),0.531,0.001,(38;369),0.525,0.000,(40;414),0.531,0.000,(40;414),0.531
Faggioli_Bentivoglio\p4020n9,0.000,(40;385),0.494,0.001,(38;362),0.515,0.000,(40;385),0.494,0.000,(40;385),0.494
Faggioli_Bentivoglio\p4030n1,0.000,(40;284),0.364,0.001,(40;284),0.364,0.000,(40;284),0.364,0.000,(40;284),0.364
Faggioli_Bentivoglio\p4030n10,0.000,(40;282),0.362,0.001,(40;282),0.362,0.000,(40;282),0.362,0.000,(40;282),0.362
Faggioli_Bentivoglio\p4030n2,0.000,(40;258),0.331,0.001,(40;258),0.331,0.000,(40;258),0.331,0.000,(40;258),0.331
Faggioli_Bentivoglio\p4030n3,0.000,(40;277),0.355,0.001,(39;265),0.358,0.000,(40;277),0.355,0.000,(40;277),0.355
Faggioli_Bentivoglio\p4030n4,0.000,(40;293),0.376,0.001,(39;286),0.386,0.000,(40;293),0.376,0.000,(40;293),0.376
Faggioli_Bentivoglio\p4030n5,0.000,(40;271),0.347,0.001,(38;248),0.353,0.000,(40;271),0.347,0.000,(40;271),0.347
Faggioli_Bentivoglio\p4030n6,0.000,(40;293),0.376,0.001,(40;293),0.376,0.000,(40;293),0.376,0.000,(40;293),0.376
Faggioli_Bentivoglio\p4030n7,0.000,(40;271),0.347,0.001,(38;254),0.361,0.000,(40;271),0.347,0.001,(40;271),0.347
Faggioli_Bentivoglio\p4030n8,0.000,(40;274),0.351,0.001,(38;247),0.351,0.000,(40;274),0.351,0.000,(40;274),0.351
Faggioli_Bentivoglio\p4030n9,0.000,(40;296),0.379,0.001,(39;289),0.390,0.000,(40;296),0.379,0.001,(40;296),0.379
Faggioli_Bentivoglio\p4040n1,0.000,(40;231),0.296,0.001,(39;226),0.305,0.000,(40;231),0.296,0.000,(40;231),0.296
Faggioli_Bentivoglio\p4040n10,0.000,(40;201),0.258,0.001,(40;201),0.258,0.000,(40;201),0.258,0.001,(40;201),0.258
Faggioli_Bentivoglio\p4040n2,0.000,(40;190),0.244,0.001,(40;190),0.244,0.000,(40;190),0.244,0.000,(40;190),0.244
Faggioli_Bentivoglio\p4040n3,0.000,(40;213),0.273,0.001,(36;191),0.303,0.000,(40;213),0.273,0.000,(40;213),0.273
Faggioli_Bentivoglio\p4040n4,0.000,(40;225),0.288,0.001,(39;220),0.297,0.000,(40;225),0.288,0.000,(40;225),0.288
Faggioli_Bentivoglio\p4040n5,0.000,(40;235),0.301,0.001,(40;235),0.301,0.000,(40;235),0.301,0.000,(40;235),0.301
Faggioli_Bentivoglio\p4040n6,0.000,(40;213),0.273,0.001,(40;213),0.273,0.000,(40;213),0.273,0.001,(40;213),0.273
Faggioli_Bentivoglio\p4040n7,0.000,(40;230),0.295,0.001,(40;230),0.295,0.001,(40;230),0.295,0.000,(40;230),0.295
Faggioli_Bentivoglio\p4040n8,0.000,(40;242),0.310,0.001,(40;242),0.310,0.000,(40;242),0.310,0.000,(40;242),0.310
Faggioli_Bentivoglio\p4040n9,0.000,(40;219),0.281,0.001,(40;219),0.281,0.000,(40;219),0.281,0.000,(40;219),0.281
Faggioli_Bentivoglio\p4050n1,0.000,(40;181),0.232,0.001,(38;167),0.238,0.000,(40;181),0.232,0.000,(40;181),0.232
Faggioli_Bentivoglio\p4050n10,0.000,(40;178),0.228,0.001,(40;178),0.228,0.000,(40;178),0.228,0.000,(40;178),0.228
Faggioli_Bentivoglio\p4050n2,0.000,(40;162),0.208,0.001,(39;153),0.206,0.000,(40;162),0.208,0.000,(40;162),0.208
Faggioli_Bentivoglio\p4050n3,0.000,(40;198),0.254,0.001,(38;183),0.260,0.000,(40;198),0.254,0.000,(40;198),0.254
Faggioli_Bentivoglio\p4050n4,0.000,(40;161),0.206,0.001,(40;161),0.206,0.000,(40;161),0.206,0.000,(40;161),0.206
Faggioli_Bentivoglio\p4050n5,0.000,(40;191),0.245,0.001,(40;191),0.245,0.000,(40;191),0.245,0.000,(40;191),0.245
Faggioli_Bentivoglio\p4050n6,0.000,(40;177),0.227,0.001,(40;177),0.227,0.000,(40;177),0.227,0.000,(40;177),0.227
Faggioli_Bentivoglio\p4050n7,0.000,(40;174),0.223,0.001,(40;174),0.223,0.000,(40;174),0.223,0.000,(40;174),0.223
Faggioli_Bentivoglio\p4050n8,0.000,(40;166),0.213,0.001,(40;166),0.213,0.000,(40;166),0.213,0.000,(40;166),0.213
Faggioli_Bentivoglio\p4050n9,0.000,(40;192),0.246,0.001,(40;192),0.246,0.000,(40;192),0.246,0.000,(40;192),0.246
