instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
Faggioli_Bentivoglio\p2020n5,8.5,0.000,10,10.710,0.505,0.000,17.65%,0.001,11,11.709,0.505,0.000,29.41%,0.001,11,11.705,0.505,0.001,29.41%,0.001,11,11.705,0.505,0.001,29.41%
Faggioli_Bentivoglio\p2020n6,8.5,0.000,10,10.730,0.463,0.000,17.65%,0.001,11,11.700,0.463,0.001,29.41%,0.001,11,11.700,0.463,0.000,29.41%,0.001,11,11.700,0.463,0.001,29.41%
Faggioli_Bentivoglio\p2020n7,8.5,0.000,12,12.688,0.484,0.000,41.18%,0.001,10,10.765,0.484,0.001,17.65%,0.001,10,10.765,0.484,0.001,17.65%,0.001,10,10.765,0.484,0.000,17.65%
Faggioli_Bentivoglio\p2020n8,8.5,0.000,9,9.672,0.547,0.000,5.88%,0.001,8,8.731,0.547,0.001,-5.88%,0.001,9,9.756,0.547,0.001,5.88%,0.001,9,9.756,0.547,0.000,5.88%
Faggioli_Bentivoglio\p2020n9,8.5,0.000,12,12.721,0.416,0.000,41.18%,0.001,12,12.738,0.416,0.001,41.18%,0.001,12,12.679,0.416,0.001,41.18%,0.001,12,12.679,0.416,0.001,41.18%
Faggioli_Bentivoglio\p2030n1,8.8,0.000,11,11.750,0.368,0.000,25.00%,0.001,11,11.668,0.368,0.001,25.00%,0.001,11,11.668,0.368,0.001,25.00%,0.001,11,11.668,0.368,0.001,25.00%
Faggioli_Bentivoglio\p2030n10,8.8,0.000,9,9.733,0.389,0.000,2.27%,0.001,9,9.739,0.389,0.001,2.27%,0.001,9,9.739,0.389,0.001,2.27%,0.001,9,9.739,0.389,0.000,2.27%
Faggioli_Bentivoglio\p2030n2,8.8,0.000,11,11.700,0.395,0.000,25.00%,0.001,11,11.700,0.395,0.001,25.00%,0.001,13,13.673,0.395,0.001,47.73%,0.001,13,13.673,0.395,0.001,47.73%
Faggioli_Bentivoglio\p2030n3,8.8,0.000,12,12.754,0.368,0.000,36.36%,0.001,9,9.800,0.368,0.001,2.27%,0.001,9,9.800,0.368,0.001,2.27%,0.001,9,9.800,0.368,0.001,2.27%
Faggioli_Bentivoglio\p2030n4,8.8,0.000,11,11.650,0.311,0.000,25.00%,0.001,13,13.619,0.311,0.000,47.73%,0.001,13,13.619,0.311,0.000,47.73%,0.001,13,13.619,0.311,0.001,47.73%
Faggioli_Bentivoglio\p2030n5,8.8,0.000,12,12.729,0.358,0.000,36.36%,0.001,11,11.741,0.358,0.001,25.00%,0.001,11,11.741,0.358,0.001,25.00%,0.001,11,11.741,0.358,0.001,25.00%
Faggioli_Bentivoglio\p2030n6,8.8,0.000,12,12.683,0.342,0.000,36.36%,0.001,13,13.665,0.342,0.001,47.73%,0.001,13,13.665,0.342,0.001,47.73%,0.001,13,13.665,0.342,0.001,47.73%
Faggioli_Bentivoglio\p2030n7,8.8,0.000,11,11.682,0.379,0.000,25.00%,0.001,11,11.691,0.379,0.001,25.00%,0.001,11,11.682,0.379,0.000,25.00%,0.001,11,11.682,0.379,0.000,25.00%
Faggioli_Bentivoglio\p2030n8,8.8,0.000,13,13.681,0.379,0.000,47.73%,0.001,13,13.681,0.379,0.000,47.73%,0.001,13,13.681,0.379,0.001,47.73%,0.001,13,13.681,0.379,0.001,47.73%
Faggioli_Bentivoglio\p2030n9,8.8,0.000,10,10.755,0.389,0.000,13.64%,0.001,10,10.755,0.389,0.000,13.64%,0.001,10,10.755,0.389,0.001,13.64%,0.001,10,10.755,0.389,0.000,13.64%
Faggioli_Bentivoglio\p2040n1,8.5,0.000,12,12.625,0.258,0.000,41.18%,0.001,11,11.732,0.258,0.001,29.41%,0.001,11,11.732,0.258,0.001,29.41%,0.001,11,11.732,0.258,0.001,29.41%
Faggioli_Bentivoglio\p2040n10,8.5,0.000,9,9.806,0.284,0.000,5.88%,0.001,11,11.627,0.284,0.000,29.41%,0.001,11,11.627,0.284,0.001,29.41%,0.019,11,11.627,0.284,0.000,29.41%
Faggioli_Bentivoglio\p2040n2,8.5,0.000,10,10.745,0.263,0.000,17.65%,0.001,10,10.750,0.263,0.000,17.65%,0.001,10,10.750,0.263,0.001,17.65%,0.001,10,10.750,0.263,0.000,17.65%
Faggioli_Bentivoglio\p2040n3,8.5,0.000,11,11.705,0.326,0.000,29.41%,0.001,11,11.718,0.326,0.000,29.41%,0.001,11,11.718,0.326,0.000,29.41%,0.001,11,11.718,0.326,0.000,29.41%
Faggioli_Bentivoglio\p2040n4,8.5,0.000,10,10.760,0.284,0.000,17.65%,0.001,12,12.675,0.284,0.000,41.18%,0.001,12,12.675,0.284,0.000,41.18%,0.001,12,12.675,0.284,0.001,41.18%
Faggioli_Bentivoglio\p2040n5,8.5,0.000,10,10.725,0.237,0.000,17.65%,0.001,12,12.742,0.237,0.001,41.18%,0.001,12,12.742,0.237,0.000,41.18%,0.001,12,12.742,0.237,0.000,41.18%
Faggioli_Bentivoglio\p2040n6,8.5,0.000,13,13.638,0.268,0.000,52.94%,0.001,11,11.750,0.268,0.000,29.41%,0.001,11,11.750,0.268,0.001,29.41%,0.001,11,11.750,0.268,0.001,29.41%
Faggioli_Bentivoglio\p2040n7,8.5,0.000,13,13.704,0.274,0.000,52.94%,0.001,11,11.714,0.274,0.000,29.41%,0.001,11,11.714,0.274,0.000,29.41%,0.001,11,11.714,0.274,0.000,29.41%
Faggioli_Bentivoglio\p2040n8,8.5,0.000,10,10.805,0.263,0.000,17.65%,0.001,10,10.805,0.263,0.000,17.65%,0.001,10,10.805,0.263,0.001,17.65%,0.001,10,10.805,0.263,0.001,17.65%
Faggioli_Bentivoglio\p2040n9,8.5,0.000,11,11.714,0.311,0.000,29.41%,0.001,11,11.714,0.311,0.001,29.41%,0.001,11,11.732,0.311,0.001,29.41%,0.001,11,11.732,0.311,0.000,29.41%
Faggioli_Bentivoglio\p2050n1,7.9,0.000,8,8.719,0.163,0.000,1.27%,0.001,9,9.628,0.163,0.000,13.92%,0.001,9,9.628,0.163,0.001,13.92%,0.001,9,9.733,0.163,0.000,13.92%
Faggioli_Bentivoglio\p2050n10,7.9,0.000,13,13.662,0.258,0.000,64.56%,0.001,13,13.662,0.258,0.000,64.56%,0.001,13,13.662,0.258,0.001,64.56%,0.001,13,13.662,0.258,0.000,64.56%
Faggioli_Bentivoglio\p2050n2,7.9,0.000,8,8.763,0.232,0.000,1.27%,0.001,8,8.750,0.232,0.000,1.27%,0.001,8,8.750,0.232,0.001,1.27%,0.001,8,8.750,0.232,0.001,1.27%
Faggioli_Bentivoglio\p2050n3,7.9,0.000,11,11.659,0.205,0.000,39.24%,0.001,11,11.655,0.205,0.001,39.24%,0.001,11,11.659,0.205,0.001,39.24%,0.000,11,11.636,0.205,0.000,39.24%
Faggioli_Bentivoglio\p2050n4,7.9,0.000,11,11.641,0.211,0.000,39.24%,0.001,11,11.627,0.211,0.001,39.24%,0.001,11,11.627,0.211,0.000,39.24%,0.001,11,11.627,0.211,0.001,39.24%
Faggioli_Bentivoglio\p2050n5,7.9,0.000,10,10.747,0.184,0.000,26.58%,0.001,10,10.680,0.184,0.000,26.58%,0.000,10,10.680,0.184,0.000,26.58%,0.001,10,10.680,0.184,0.001,26.58%
Faggioli_Bentivoglio\p2050n6,7.9,0.000,9,9.725,0.247,0.000,13.92%,0.001,9,9.717,0.247,0.001,13.92%,0.001,9,9.717,0.247,0.001,13.92%,0.001,9,9.717,0.247,0.001,13.92%
Faggioli_Bentivoglio\p2050n7,7.9,0.000,11,11.677,0.289,0.000,39.24%,0.001,12,12.617,0.289,0.000,51.90%,0.000,11,11.645,0.289,0.000,39.24%,0.001,11,11.645,0.289,0.001,39.24%
Faggioli_Bentivoglio\p2050n8,7.9,0.000,9,9.756,0.174,0.000,13.92%,0.001,8,8.794,0.174,0.000,1.27%,0.001,8,8.794,0.174,0.001,1.27%,0.001,8,8.794,0.174,0.001,1.27%
Faggioli_Bentivoglio\p2050n9,7.9,0.000,13,13.723,0.226,0.000,64.56%,0.001,11,11.750,0.226,0.000,39.24%,0.000,11,11.750,0.226,0.000,39.24%,0.001,11,11.750,0.226,0.000,39.24%
Faggioli_Bentivoglio\p2510n1,8.0,0.000,9,9.693,0.737,0.000,12.50%,0.002,9,9.676,0.737,0.001,12.50%,0.002,9,9.671,0.737,0.002,12.50%,0.002,9,9.671,0.737,0.001,12.50%
Faggioli_Bentivoglio\p2510n10,8.0,0.000,9,9.684,0.727,0.000,12.50%,0.001,9,9.689,0.727,0.000,12.50%,0.001,9,9.684,0.727,0.001,12.50%,0.001,9,9.684,0.727,0.001,12.50%
Faggioli_Bentivoglio\p2510n2,8.0,0.000,9,9.689,0.763,0.000,12.50%,0.001,7,7.817,0.763,0.001,-12.50%,0.002,8,8.735,0.763,0.002,0.00%,0.001,8,8.735,0.763,0.001,0.00%
Faggioli_Bentivoglio\p2510n3,8.0,0.000,9,9.760,0.747,0.000,12.50%,0.001,9,9.711,0.747,0.001,12.50%,0.001,9,9.689,0.747,0.001,12.50%,0.002,9,9.689,0.747,0.001,12.50%
Faggioli_Bentivoglio\p2510n4,8.0,0.000,8,8.695,0.720,0.000,0.00%,0.002,8,8.700,0.720,0.001,0.00%,0.002,9,9.653,0.720,0.002,12.50%,0.001,9,9.653,0.720,0.001,12.50%
Faggioli_Bentivoglio\p2510n5,8.0,0.000,9,9.671,0.760,0.000,12.50%,0.001,9,9.698,0.760,0.000,12.50%,0.002,9,9.671,0.760,0.001,12.50%,0.001,9,9.671,0.760,0.001,12.50%
Faggioli_Bentivoglio\p2510n6,8.0,0.000,8,8.820,0.760,0.000,0.00%,0.001,8,8.805,0.760,0.000,0.00%,0.002,8,8.815,0.760,0.002,0.00%,0.001,8,8.815,0.760,0.001,0.00%
Faggioli_Bentivoglio\p2510n7,8.0,0.000,8,8.830,0.720,0.000,0.00%,0.001,8,8.835,0.720,0.000,0.00%,0.001,8,8.740,0.720,0.001,0.00%,0.001,8,8.740,0.720,0.001,0.00%
Faggioli_Bentivoglio\p2510n8,8.0,0.001,8,8.770,0.680,0.001,0.00%,0.001,8,8.785,0.680,0.000,0.00%,0.001,8,8.750,0.680,0.001,0.00%,0.002,8,8.750,0.680,0.001,0.00%
Faggioli_Bentivoglio\p2510n9,8.0,0.000,8,8.720,0.690,0.000,0.00%,0.001,9,9.787,0.690,0.001,12.50%,0.001,9,9.773,0.690,0.001,12.50%,0.001,9,9.773,0.690,0.001,12.50%
Faggioli_Bentivoglio\p2520n1,9.8,0.000,14,14.649,0.467,0.000,42.86%,0.001,14,14.640,0.467,0.001,42.86%,0.001,14,14.649,0.467,0.001,42.86%,0.001,14,14.649,0.467,0.001,42.86%
Faggioli_Bentivoglio\p2520n10,9.8,0.000,12,12.697,0.530,0.000,22.45%,0.001,13,13.622,0.530,0.001,32.65%,0.001,13,13.628,0.530,0.001,32.65%,0.001,13,13.628,0.530,0.001,32.65%
Faggioli_Bentivoglio\p2520n2,9.8,0.000,11,11.702,0.453,0.000,12.24%,0.002,11,11.709,0.453,0.001,12.24%,0.001,11,11.702,0.453,0.001,12.24%,0.001,11,11.702,0.453,0.001,12.24%
Faggioli_Bentivoglio\p2520n3,9.8,0.000,13,13.674,0.533,0.000,32.65%,0.001,13,13.674,0.533,0.001,32.65%,0.001,13,13.674,0.533,0.001,32.65%,0.001,13,13.674,0.533,0.001,32.65%
Faggioli_Bentivoglio\p2520n4,9.8,0.000,11,11.782,0.473,0.000,12.24%,0.001,13,13.689,0.473,0.001,32.65%,0.001,12,12.720,0.473,0.001,22.45%,0.001,12,12.720,0.473,0.001,22.45%
Faggioli_Bentivoglio\p2520n5,9.8,0.000,13,13.702,0.513,0.000,32.65%,0.001,13,13.702,0.513,0.001,32.65%,0.001,13,13.702,0.513,0.001,32.65%,0.001,13,13.702,0.513,0.001,32.65%
Faggioli_Bentivoglio\p2520n6,9.8,0.000,10,10.744,0.490,0.000,2.04%,0.002,11,11.691,0.490,0.002,12.24%,0.001,11,11.687,0.490,0.001,12.24%,0.001,11,11.687,0.490,0.001,12.24%
Faggioli_Bentivoglio\p2520n7,9.8,0.000,14,14.737,0.457,0.000,42.86%,0.001,13,13.732,0.457,0.001,32.65%,0.001,14,14.737,0.457,0.001,42.86%,0.001,14,14.737,0.457,0.001,42.86%
Faggioli_Bentivoglio\p2520n8,9.8,0.000,14,14.634,0.440,0.000,42.86%,0.001,13,13.692,0.440,0.001,32.65%,0.001,14,14.634,0.440,0.001,42.86%,0.001,14,14.634,0.440,0.001,42.86%
Faggioli_Bentivoglio\p2520n9,9.8,0.000,11,11.727,0.417,0.000,12.24%,0.001,11,11.720,0.417,0.001,12.24%,0.001,11,11.727,0.417,0.001,12.24%,0.001,11,11.727,0.417,0.001,12.24%
Faggioli_Bentivoglio\p2530n1,10.5,0.000,16,16.642,0.330,0.000,52.38%,0.001,16,16.642,0.330,0.001,52.38%,0.001,16,16.642,0.330,0.001,52.38%,0.001,16,16.642,0.330,0.001,52.38%
Faggioli_Bentivoglio\p2530n10,10.5,0.000,13,13.698,0.367,0.000,23.81%,0.001,13,13.698,0.367,0.001,23.81%,0.001,13,13.698,0.367,0.001,23.81%,0.001,13,13.698,0.367,0.001,23.81%
Faggioli_Bentivoglio\p2530n2,10.5,0.000,13,13.714,0.373,0.000,23.81%,0.001,13,13.714,0.373,0.001,23.81%,0.001,13,13.714,0.373,0.001,23.81%,0.001,13,13.714,0.373,0.001,23.81%
Faggioli_Bentivoglio\p2530n3,10.5,0.000,17,17.621,0.303,0.000,61.90%,0.001,13,13.655,0.303,0.001,23.81%,0.001,13,13.655,0.303,0.001,23.81%,0.001,13,13.655,0.303,0.001,23.81%
Faggioli_Bentivoglio\p2530n4,10.5,0.000,14,14.726,0.370,0.000,33.33%,0.001,13,13.729,0.370,0.001,23.81%,0.001,13,13.729,0.370,0.001,23.81%,0.001,13,13.729,0.370,0.001,23.81%
Faggioli_Bentivoglio\p2530n5,10.5,0.000,13,13.698,0.340,0.000,23.81%,0.002,13,13.698,0.340,0.001,23.81%,0.001,13,13.698,0.340,0.001,23.81%,0.001,13,13.698,0.340,0.001,23.81%
Faggioli_Bentivoglio\p2530n6,10.5,0.000,13,13.665,0.407,0.000,23.81%,0.002,13,13.665,0.407,0.001,23.81%,0.001,13,13.665,0.407,0.001,23.81%,0.001,13,13.665,0.407,0.001,23.81%
Faggioli_Bentivoglio\p2530n7,10.5,0.000,12,12.733,0.397,0.000,14.29%,0.001,12,12.700,0.397,0.001,14.29%,0.001,12,12.700,0.397,0.001,14.29%,0.001,12,12.700,0.397,0.001,14.29%
Faggioli_Bentivoglio\p2530n8,10.5,0.000,14,14.654,0.353,0.000,33.33%,0.001,14,14.709,0.353,0.001,33.33%,0.001,14,14.654,0.353,0.001,33.33%,0.001,14,14.654,0.353,0.001,33.33%
Faggioli_Bentivoglio\p2530n9,10.5,0.000,14,14.703,0.370,0.000,33.33%,0.001,14,14.703,0.370,0.001,33.33%,0.001,14,14.703,0.370,0.001,33.33%,0.001,14,14.703,0.370,0.001,33.33%
Faggioli_Bentivoglio\p2540n1,10.3,0.000,14,14.694,0.250,0.000,35.92%,0.001,14,14.691,0.250,0.001,35.92%,0.001,14,14.691,0.250,0.001,35.92%,0.001,14,14.691,0.250,0.001,35.92%
Faggioli_Bentivoglio\p2540n10,10.3,0.000,11,11.775,0.297,0.000,6.80%,0.002,12,12.717,0.297,0.001,16.50%,0.001,12,12.717,0.297,0.001,16.50%,0.001,12,12.717,0.297,0.001,16.50%
Faggioli_Bentivoglio\p2540n2,10.3,0.000,14,14.623,0.277,0.000,35.92%,0.001,15,15.637,0.277,0.001,45.63%,0.001,15,15.637,0.277,0.001,45.63%,0.001,15,15.637,0.277,0.001,45.63%
Faggioli_Bentivoglio\p2540n3,10.3,0.000,13,13.692,0.267,0.000,26.21%,0.001,13,13.692,0.267,0.001,26.21%,0.001,13,13.692,0.267,0.001,26.21%,0.001,13,13.692,0.267,0.001,26.21%
Faggioli_Bentivoglio\p2540n4,10.3,0.000,13,13.726,0.243,0.000,26.21%,0.002,13,13.668,0.243,0.001,26.21%,0.001,13,13.726,0.243,0.001,26.21%,0.001,13,13.726,0.243,0.001,26.21%
Faggioli_Bentivoglio\p2540n5,10.3,0.000,13,13.717,0.270,0.000,26.21%,0.001,13,13.705,0.270,0.001,26.21%,0.001,13,13.717,0.270,0.001,26.21%,0.001,13,13.717,0.270,0.001,26.21%
Faggioli_Bentivoglio\p2540n6,10.3,0.000,16,16.635,0.277,0.000,55.34%,0.001,13,13.738,0.277,0.001,26.21%,0.001,13,13.738,0.277,0.001,26.21%,0.002,13,13.738,0.277,0.001,26.21%
Faggioli_Bentivoglio\p2540n7,10.3,0.000,12,12.717,0.323,0.000,16.50%,0.001,13,13.695,0.323,0.001,26.21%,0.001,12,12.717,0.323,0.001,16.50%,0.001,12,12.717,0.323,0.001,16.50%
Faggioli_Bentivoglio\p2540n8,10.3,0.000,14,14.626,0.350,0.000,35.92%,0.001,14,14.626,0.350,0.001,35.92%,0.001,14,14.626,0.350,0.001,35.92%,0.001,14,14.626,0.350,0.001,35.92%
Faggioli_Bentivoglio\p2540n9,10.3,0.000,14,14.706,0.313,0.000,35.92%,0.001,12,12.760,0.313,0.001,16.50%,0.001,12,12.760,0.313,0.001,16.50%,0.001,12,12.760,0.313,0.001,16.50%
Faggioli_Bentivoglio\p2550n1,10.0,0.000,13,13.683,0.243,0.000,30.00%,0.002,15,15.597,0.243,0.001,50.00%,0.001,15,15.597,0.243,0.001,50.00%,0.001,15,15.597,0.243,0.001,50.00%
Faggioli_Bentivoglio\p2550n10,10.0,0.000,16,16.633,0.290,0.000,60.00%,0.002,16,16.633,0.290,0.001,60.00%,0.001,16,16.633,0.290,0.001,60.00%,0.001,16,16.633,0.290,0.001,60.00%
Faggioli_Bentivoglio\p2550n2,10.0,0.000,13,13.717,0.250,0.000,30.00%,0.001,15,15.691,0.250,0.001,50.00%,0.001,15,15.691,0.250,0.001,50.00%,0.001,15,15.691,0.250,0.001,50.00%
Faggioli_Bentivoglio\p2550n3,10.0,0.001,14,14.651,0.217,0.001,40.00%,0.002,14,14.651,0.217,0.001,40.00%,0.001,14,14.651,0.217,0.001,40.00%,0.001,14,14.651,0.217,0.001,40.00%
Faggioli_Bentivoglio\p2550n4,10.0,0.000,13,13.719,0.193,0.000,30.00%,0.001,10,10.744,0.193,0.001,0.00%,0.001,10,10.744,0.193,0.001,0.00%,0.001,10,10.744,0.193,0.001,0.00%
Faggioli_Bentivoglio\p2550n5,10.0,0.000,18,18.644,0.247,0.000,80.00%,0.001,14,14.669,0.247,0.001,40.00%,0.001,14,14.669,0.247,0.001,40.00%,0.001,14,14.669,0.247,0.001,40.00%
Faggioli_Bentivoglio\p2550n6,10.0,0.000,13,13.717,0.220,0.000,30.00%,0.001,13,13.717,0.220,0.001,30.00%,0.001,13,13.717,0.220,0.001,30.00%,0.001,13,13.717,0.220,0.001,30.00%
Faggioli_Bentivoglio\p2550n7,10.0,0.000,13,13.754,0.230,0.000,30.00%,0.001,13,13.754,0.230,0.001,30.00%,0.001,13,13.754,0.230,0.001,30.00%,0.001,13,13.754,0.230,0.001,30.00%
Faggioli_Bentivoglio\p2550n8,10.0,0.000,13,13.683,0.290,0.000,30.00%,0.001,14,14.663,0.290,0.001,40.00%,0.001,14,14.663,0.290,0.001,40.00%,0.001,14,14.663,0.290,0.001,40.00%
Faggioli_Bentivoglio\p2550n9,10.0,0.000,12,12.683,0.207,0.000,20.00%,0.001,12,12.683,0.207,0.001,20.00%,0.001,12,12.683,0.207,0.001,20.00%,0.001,12,12.683,0.207,0.001,20.00%
Faggioli_Bentivoglio\p3010n1,7.8,0.000,9,9.756,0.738,0.000,15.38%,0.001,9,9.759,0.738,0.001,15.38%,0.002,9,9.756,0.738,0.002,15.38%,0.002,9,9.756,0.738,0.002,15.38%
Faggioli_Bentivoglio\p3010n10,7.8,0.000,9,9.704,0.703,0.000,15.38%,0.001,9,9.719,0.703,0.001,15.38%,0.002,9,9.704,0.703,0.001,15.38%,0.001,9,9.704,0.703,0.001,15.38%
Faggioli_Bentivoglio\p3010n2,7.8,0.001,8,8.742,0.731,0.001,2.56%,0.001,8,8.800,0.731,0.001,2.56%,0.001,8,8.742,0.731,0.001,2.56%,0.001,8,8.742,0.731,0.001,2.56%
Faggioli_Bentivoglio\p3010n3,7.8,0.000,9,9.693,0.708,0.000,15.38%,0.001,9,9.715,0.708,0.001,15.38%,0.002,9,9.693,0.708,0.001,15.38%,0.002,9,9.693,0.708,0.001,15.38%
Faggioli_Bentivoglio\p3010n4,7.8,0.000,8,8.733,0.733,0.000,2.56%,0.001,8,8.787,0.733,0.001,2.56%,0.002,8,8.775,0.733,0.002,2.56%,0.002,8,8.775,0.733,0.001,2.56%
Faggioli_Bentivoglio\p3010n5,7.8,0.000,8,8.817,0.766,0.000,2.56%,0.002,9,9.767,0.766,0.001,15.38%,0.002,9,9.737,0.766,0.002,15.38%,0.001,9,9.737,0.766,0.001,15.38%
Faggioli_Bentivoglio\p3010n6,7.8,0.001,8,8.787,0.664,0.001,2.56%,0.002,8,8.808,0.664,0.001,2.56%,0.002,8,8.792,0.664,0.002,2.56%,0.003,8,8.792,0.664,0.001,2.56%
Faggioli_Bentivoglio\p3010n7,7.8,0.001,9,9.733,0.724,0.001,15.38%,0.002,9,9.752,0.724,0.001,15.38%,0.002,9,9.704,0.724,0.002,15.38%,0.001,9,9.704,0.724,0.001,15.38%
Faggioli_Bentivoglio\p3010n8,7.8,0.000,9,9.737,0.752,0.000,15.38%,0.002,9,9.722,0.752,0.001,15.38%,0.001,9,9.730,0.752,0.001,15.38%,0.002,9,9.730,0.752,0.002,15.38%
Faggioli_Bentivoglio\p3010n9,7.8,0.001,8,8.758,0.821,0.001,2.56%,0.002,8,8.775,0.821,0.001,2.56%,0.001,8,8.750,0.821,0.001,2.56%,0.001,8,8.750,0.821,0.001,2.56%
Faggioli_Bentivoglio\p3020n1,11.1,0.001,16,16.615,0.455,0.001,44.14%,0.002,16,16.633,0.455,0.001,44.14%,0.001,16,16.615,0.455,0.001,44.14%,0.001,16,16.615,0.455,0.001,44.14%
Faggioli_Bentivoglio\p3020n10,11.1,0.001,15,15.616,0.494,0.001,35.14%,0.001,14,14.669,0.494,0.001,26.13%,0.001,14,14.667,0.494,0.001,26.13%,0.002,14,14.667,0.494,0.001,26.13%
Faggioli_Bentivoglio\p3020n2,11.1,0.000,14,14.750,0.453,0.000,26.13%,0.001,14,14.764,0.453,0.001,26.13%,0.001,14,14.750,0.453,0.001,26.13%,0.001,14,14.750,0.453,0.001,26.13%
Faggioli_Bentivoglio\p3020n3,11.1,0.000,14,14.712,0.487,0.000,26.13%,0.002,14,14.683,0.487,0.001,26.13%,0.001,14,14.712,0.487,0.001,26.13%,0.001,14,14.712,0.487,0.001,26.13%
Faggioli_Bentivoglio\p3020n4,11.1,0.000,13,13.738,0.515,0.000,17.12%,0.002,13,13.738,0.515,0.001,17.12%,0.001,13,13.738,0.515,0.001,17.12%,0.002,13,13.738,0.515,0.001,17.12%
Faggioli_Bentivoglio\p3020n5,11.1,0.000,13,13.659,0.517,0.000,17.12%,0.002,11,11.748,0.517,0.001,-0.90%,0.001,11,11.745,0.517,0.001,-0.90%,0.001,11,11.745,0.517,0.001,-0.90%
Faggioli_Bentivoglio\p3020n6,11.1,0.000,15,15.687,0.441,0.000,35.14%,0.002,15,15.702,0.441,0.001,35.14%,0.001,16,16.644,0.441,0.001,44.14%,0.001,16,16.644,0.441,0.001,44.14%
Faggioli_Bentivoglio\p3020n7,11.1,0.001,13,13.715,0.418,0.001,17.12%,0.001,13,13.708,0.418,0.001,17.12%,0.001,13,13.715,0.418,0.001,17.12%,0.001,13,13.715,0.418,0.001,17.12%
Faggioli_Bentivoglio\p3020n8,11.1,0.000,13,13.700,0.540,0.000,17.12%,0.001,13,13.710,0.540,0.001,17.12%,0.002,12,12.769,0.540,0.001,8.11%,0.001,12,12.769,0.540,0.001,8.11%
Faggioli_Bentivoglio\p3020n9,11.1,0.001,15,15.671,0.494,0.001,35.14%,0.001,15,15.671,0.494,0.001,35.14%,0.002,15,15.671,0.494,0.001,35.14%,0.001,15,15.671,0.494,0.001,35.14%
Faggioli_Bentivoglio\p3030n1,12.2,0.000,15,15.700,0.349,0.000,22.95%,0.002,16,16.640,0.349,0.001,31.15%,0.002,16,16.640,0.349,0.002,31.15%,0.002,16,16.640,0.349,0.002,31.15%
Faggioli_Bentivoglio\p3030n10,12.2,0.001,13,13.703,0.352,0.001,6.56%,0.002,12,12.778,0.352,0.001,-1.64%,0.001,12,12.778,0.352,0.001,-1.64%,0.001,12,12.778,0.352,0.001,-1.64%
Faggioli_Bentivoglio\p3030n2,12.2,0.000,16,16.688,0.352,0.000,31.15%,0.001,14,14.712,0.352,0.001,14.75%,0.001,14,14.712,0.352,0.001,14.75%,0.001,14,14.712,0.352,0.001,14.75%
Faggioli_Bentivoglio\p3030n3,12.2,0.000,15,15.693,0.347,0.000,22.95%,0.002,16,16.700,0.347,0.001,31.15%,0.001,16,16.700,0.347,0.001,31.15%,0.001,16,16.700,0.347,0.001,31.15%
Faggioli_Bentivoglio\p3030n4,12.2,0.001,18,18.663,0.343,0.001,47.54%,0.002,18,18.669,0.343,0.001,47.54%,0.001,18,18.669,0.343,0.001,47.54%,0.001,18,18.669,0.343,0.001,47.54%
Faggioli_Bentivoglio\p3030n5,12.2,0.000,15,15.702,0.389,0.000,22.95%,0.002,16,16.656,0.389,0.001,31.15%,0.002,16,16.656,0.389,0.001,31.15%,0.002,16,16.656,0.389,0.001,31.15%
Faggioli_Bentivoglio\p3030n6,12.2,0.001,15,15.689,0.416,0.001,22.95%,0.002,15,15.727,0.416,0.002,22.95%,0.002,15,15.727,0.416,0.002,22.95%,0.001,15,15.727,0.416,0.001,22.95%
Faggioli_Bentivoglio\p3030n7,12.2,0.000,16,16.721,0.361,0.000,31.15%,0.001,14,14.714,0.361,0.001,14.75%,0.001,14,14.714,0.361,0.001,14.75%,0.001,14,14.714,0.361,0.001,14.75%
Faggioli_Bentivoglio\p3030n8,12.2,0.000,15,15.653,0.363,0.000,22.95%,0.002,15,15.653,0.363,0.001,22.95%,0.002,15,15.653,0.363,0.002,22.95%,0.001,15,15.653,0.363,0.001,22.95%
Faggioli_Bentivoglio\p3030n9,12.2,0.001,16,16.677,0.400,0.001,31.15%,0.002,15,15.647,0.400,0.001,22.95%,0.001,14,14.648,0.400,0.001,14.75%,0.002,14,14.648,0.400,0.002,14.75%
Faggioli_Bentivoglio\p3040n1,12.1,0.000,15,15.687,0.255,0.000,23.97%,0.002,15,15.687,0.255,0.001,23.97%,0.001,15,15.687,0.255,0.001,23.97%,0.001,15,15.687,0.255,0.001,23.97%
Faggioli_Bentivoglio\p3040n10,12.1,0.001,15,15.731,0.297,0.001,23.97%,0.002,14,14.726,0.297,0.001,15.70%,0.001,14,14.726,0.297,0.001,15.70%,0.001,14,14.726,0.297,0.001,15.70%
Faggioli_Bentivoglio\p3040n2,12.1,0.001,13,13.723,0.280,0.001,7.44%,0.002,13,13.723,0.280,0.001,7.44%,0.001,13,13.723,0.280,0.001,7.44%,0.001,13,13.723,0.280,0.001,7.44%
